id,customer_id,slot_id,date,sport,price,discount
BK0174,CUST0104,SL0134,2026-09-09,Box Cricket,1200.0,0.0
BK0175,CUST0077,SL0016,2026-09-07,Football (5-a-side),630.0,30.0
BK0176,CUST0045,SL0016,2026-09-07,Football (5-a-side),630.0,30.0
BK0177,CUST0051,SL0427,2026-09-13,Tennis,600.0,0.0
BK0178,CUST0050,SL0358,2026-09-12,Football (5-a-side),900.0,0.0
BK0179,CUST0134,SL0348,2026-09-12,Badminton,400.0,0.0
BK0180,CUST0026,SL0411,2026-09-13,Badminton,400.0,0.0
BK0181,CUST0103,SL0032,2026-09-07,Badminton,280.0,30.0
BK0182,CUST0132,SL0178,2026-09-09,Box Cricket,1200.0,0.0
BK0183,CUST0137,SL0076,2026-09-08,Football (5-a-side),900.0,0.0
BK0184,CUST0087,SL0008,2026-09-07,Box Cricket,840.0,30.0
BK0185,CUST0110,SL0032,2026-09-07,Badminton,280.0,30.0
BK0186,CUST0009,SL0426,2026-09-13,Tennis,600.0,0.0
BK0187,CUST0107,SL0016,2026-09-07,Football (5-a-side),630.0,30.0
BK0188,CUST0041,SL0403,2026-09-13,Football (7-a-side),1400.0,0.0
BK0189,CUST0101,SL0016,2026-09-07,Football (5-a-side),630.0,30.0
BK0190,CUST0038,SL0415,2026-09-13,Badminton,400.0,0.0
BK0191,CUST0102,SL0089,2026-09-08,Badminton,400.0,0.0
BK0192,CUST0042,SL0008,2026-09-07,Box Cricket,840.0,30.0
BK0193,CUST0033,SL0016,2026-09-07,Football (5-a-side),630.0,30.0
BK0194,CUST0048,SL0633,2026-09-16,Futsal,850.0,0.0
BK0195,CUST0064,SL0111,2026-09-08,Tennis,600.0,0.0
BK0196,CUST0072,SL0363,2026-09-12,Tennis,600.0,0.0
BK0197,CUST0071,SL0350,2026-09-12,Badminton,400.0,0.0
BK0198,CUST0056,SL0051,2026-09-07,Box Cricket,1200.0,0.0
BK0199,CUST0051,SL0427,2026-09-13,Tennis,600.0,0.0
BK0200,CUST0020,SL0342,2026-09-12,Football (7-a-side),1400.0,0.0
BK0201,CUST0086,SL0033,2026-09-07,Football (5-a-side),900.0,0.0
BK0202,CUST0001,SL0009,2026-09-07,Football (5-a-side),900.0,0.0
BK0203,CUST0008,SL0557,2026-09-15,Tennis,600.0,0.0
BK0204,CUST0082,SL0311,2026-09-11,Box Cricket,1200.0,0.0
BK0205,CUST0096,SL0008,2026-09-07,Box Cricket,840.0,30.0
BK0206,CUST0041,SL0008,2026-09-07,Box Cricket,840.0,30.0
BK0207,CUST0115,SL0016,2026-09-07,Football (5-a-side),630.0,30.0
BK0208,CUST0059,SL0628,2026-09-16,Box Cricket,1200.0,0.0
BK0209,CUST0033,SL0016,2026-09-07,Football (5-a-side),630.0,30.0
BK0210,CUST0060,SL0224,2026-09-10,Badminton,400.0,0.0
BK0211,CUST0105,SL0081,2026-09-08,Football (7-a-side),1400.0,0.0
BK0212,CUST0067,SL0016,2026-09-07,Football (5-a-side),630.0,30.0
BK0213,CUST0130,SL0380,2026-09-12,Futsal,850.0,0.0
BK0214,CUST0020,SL0016,2026-09-07,Football (5-a-side),630.0,30.0
BK0215,CUST0024,SL0403,2026-09-13,Football (7-a-side),1400.0,0.0
BK0216,CUST0125,SL0545,2026-09-15,Football (5-a-side),900.0,0.0
BK0217,CUST0062,SL0016,2026-09-07,Football (5-a-side),630.0,30.0
BK0218,CUST0061,SL0092,2026-09-08,Badminton,400.0,0.0
BK0219,CUST0148,SL0016,2026-09-07,Football (5-a-side),630.0,30.0
BK0220,CUST0115,SL0502,2026-09-14,Box Cricket,1200.0,0.0
BK0221,CUST0126,SL0032,2026-09-07,Badminton,280.0,30.0
BK0222,CUST0146,SL0497,2026-09-14,Box Cricket,1200.0,0.0
BK0223,CUST0101,SL0008,2026-09-07,Box Cricket,840.0,30.0
BK0224,CUST0016,SL0364,2026-09-12,Tennis,600.0,0.0
BK0225,CUST0066,SL0060,2026-09-07,Futsal,850.0,0.0
BK0226,CUST0099,SL0259,2026-09-11,Box Cricket,1200.0,0.0
BK0227,CUST0014,SL0416,2026-09-13,Badminton,400.0,0.0
BK0228,CUST0082,SL0008,2026-09-07,Box Cricket,840.0,30.0
BK0229,CUST0121,SL0032,2026-09-07,Badminton,280.0,30.0
BK0230,CUST0017,SL0426,2026-09-13,Tennis,600.0,0.0
BK0231,CUST0042,SL0171,2026-09-09,Tennis,600.0,0.0
BK0232,CUST0050,SL0422,2026-09-13,Football (5-a-side),900.0,0.0
BK0233,CUST0102,SL0217,2026-09-10,Badminton,400.0,0.0
BK0234,CUST0106,SL0032,2026-09-07,Badminton,280.0,30.0
BK0235,CUST0092,SL0425,2026-09-13,Tennis,600.0,0.0
BK0236,CUST0118,SL0344,2026-09-12,Football (7-a-side),1400.0,0.0
BK0237,CUST0090,SL0570,2026-09-15,Futsal,850.0,0.0
BK0238,CUST0141,SL0008,2026-09-07,Box Cricket,840.0,30.0
BK0239,CUST0134,SL0414,2026-09-13,Badminton,400.0,0.0
BK0240,CUST0141,SL0541,2026-09-15,Badminton,400.0,0.0
BK0241,CUST0104,SL0007,2026-09-07,Box Cricket,1200.0,0.0
BK0242,CUST0041,SL0403,2026-09-13,Football (7-a-side),1400.0,0.0
BK0243,CUST0075,SL0016,2026-09-07,Football (5-a-side),630.0,30.0
BK0244,CUST0078,SL0008,2026-09-07,Box Cricket,840.0,30.0
BK0245,CUST0031,SL0016,2026-09-07,Football (5-a-side),630.0,30.0
BK0246,CUST0126,SL0382,2026-09-12,Futsal,850.0,0.0
BK0247,CUST0007,SL0236,2026-09-10,Tennis,600.0,0.0
BK0248,CUST0014,SL0416,2026-09-13,Badminton,400.0,0.0
BK0249,CUST0085,SL0189,2026-09-09,Futsal,850.0,0.0
BK0250,CUST0033,SL0016,2026-09-07,Football (5-a-side),630.0,30.0
BK0251,CUST0004,SL0032,2026-09-07,Badminton,280.0,30.0
BK0252,CUST0107,SL0561,2026-09-15,Box Cricket,1200.0,0.0
BK0253,CUST0083,SL0313,2026-09-11,Futsal,850.0,0.0
BK0254,CUST0001,SL0074,2026-09-08,Football (5-a-side),900.0,0.0
BK0255,CUST0002,SL0300,2026-09-11,Tennis,600.0,0.0
BK0256,CUST0141,SL0094,2026-09-08,Badminton,400.0,0.0
BK0257,CUST0016,SL0366,2026-09-12,Tennis,600.0,0.0
BK0258,CUST0040,SL0132,2026-09-09,Box Cricket,1200.0,0.0
BK0259,CUST0028,SL0632,2026-09-16,Box Cricket,1200.0,0.0
BK0260,CUST0110,SL0032,2026-09-07,Badminton,280.0,30.0
BK0261,CUST0128,SL0016,2026-09-07,Football (5-a-side),630.0,30.0
BK0262,CUST0111,SL0443,2026-09-13,Futsal,850.0,0.0
BK0263,CUST0120,SL0613,2026-09-16,Football (5-a-side),900.0,0.0
BK0264,CUST0033,SL0417,2026-09-13,Football (5-a-side),900.0,0.0
BK0265,CUST0144,SL0096,2026-09-08,Badminton,400.0,0.0
BK0266,CUST0093,SL0372,2026-09-12,Box Cricket,1200.0,0.0
BK0267,CUST0034,SL0091,2026-09-08,Badminton,400.0,0.0
BK0268,CUST0138,SL0386,2026-09-13,Box Cricket,1200.0,0.0
BK0269,CUST0038,SL0416,2026-09-13,Badminton,400.0,0.0
BK0270,CUST0107,SL0050,2026-09-07,Box Cricket,1200.0,0.0
BK0271,CUST0043,SL0032,2026-09-07,Badminton,280.0,30.0
BK0272,CUST0041,SL0340,2026-09-12,Football (7-a-side),1400.0,0.0
BK0273,CUST0011,SL0339,2026-09-12,Football (7-a-side),1400.0,0.0
BK0274,CUST0115,SL0008,2026-09-07,Box Cricket,840.0,30.0
BK0275,CUST0063,SL0236,2026-09-10,Tennis,600.0,0.0
BK0276,CUST0050,SL0334,2026-09-12,Football (5-a-side),900.0,0.0
BK0277,CUST0035,SL0331,2026-09-12,Football (5-a-side),900.0,0.0
BK0278,CUST0054,SL0273,2026-09-11,Football (7-a-side),1400.0,0.0
BK0279,CUST0013,SL0362,2026-09-12,Tennis,600.0,0.0
BK0280,CUST0001,SL0610,2026-09-16,Football (5-a-side),900.0,0.0
BK0281,CUST0085,SL0319,2026-09-11,Futsal,850.0,0.0
BK0282,CUST0095,SL0016,2026-09-07,Football (5-a-side),630.0,30.0
BK0283,CUST0100,SL0617,2026-09-16,Tennis,600.0,0.0
BK0284,CUST0051,SL0427,2026-09-13,Tennis,600.0,0.0
BK0285,CUST0069,SL0215,2026-09-10,Football (7-a-side),1400.0,0.0
BK0286,CUST0049,SL0016,2026-09-07,Football (5-a-side),630.0,30.0
BK0287,CUST0095,SL0585,2026-09-16,Football (5-a-side),900.0,0.0
BK0288,CUST0135,SL0008,2026-09-07,Box Cricket,840.0,30.0
BK0289,CUST0054,SL0529,2026-09-15,Football (7-a-side),1400.0,0.0
BK0290,CUST0135,SL0378,2026-09-12,Futsal,850.0,0.0
BK0291,CUST0102,SL0281,2026-09-11,Badminton,400.0,0.0
BK0292,CUST0021,SL0428,2026-09-13,Tennis,600.0,0.0
BK0293,CUST0094,SL0596,2026-09-16,Football (7-a-side),1400.0,0.0
BK0294,CUST0078,SL0264,2026-09-11,Box Cricket,1200.0,0.0
BK0295,CUST0067,SL0414,2026-09-13,Badminton,400.0,0.0
BK0296,CUST0122,SL0429,2026-09-13,Tennis,600.0,0.0
BK0297,CUST0109,SL0415,2026-09-13,Badminton,400.0,0.0
BK0298,CUST0013,SL0016,2026-09-07,Football (5-a-side),630.0,30.0
BK0299,CUST0149,SL0233,2026-09-10,Tennis,600.0,0.0
BK0300,CUST0078,SL0312,2026-09-11,Box Cricket,1200.0,0.0
